"id_producto","id_orden","cantidad","precio_unitario","subtotal","nombre"
80,40,1,"35.00","35.00","Agua Dia 2L"
10,41,1,"80.00","80.00","Enchi Verd"
84,41,1,"65.00","65.00","Corrida"
62,41,1,"25.00","25.00","Consome"
84,42,4,"65.00","260.00","Corrida"
46,43,1,"120.00","120.00","Filet Pesc"
12,43,1,"85.00","85.00","Enchi Mole"
70,43,2,"25.00","50.00","Refresco"
84,44,3,"65.00","195.00","Corrida"
70,44,3,"25.00","75.00","Refresco"
86,44,1,"10.00","10.00","Huevo"
84,45,2,"65.00","130.00","Corrida"
14,46,1,"90.00","90.00","Enchi Suiz"
84,47,1,"65.00","65.00","Corrida"
84,48,2,"65.00","130.00","Corrida"
33,49,1,"110.00","110.00","Tacos Bist"
84,49,1,"65.00","65.00","Corrida"
85,49,1,"80.00","80.00","Corrida 2"
87,49,1,"50.00","50.00","Miche"
84,50,2,"65.00","130.00","Corrida"
84,51,2,"65.00","130.00","Corrida"
12,51,1,"85.00","85.00","Enchi Mole"
1,51,1,"75.00","75.00","Sopa Azteca"
70,51,1,"25.00","25.00","Refresco"
12,52,2,"85.00","170.00","Enchi Mole"
84,52,2,"65.00","130.00","Corrida"
84,53,2,"65.00","130.00","Corrida"
86,53,1,"10.00","10.00","Huevo"
84,55,3,"65.00","195.00","Corrida"
84,60,1,"65.00","65.00","Corrida"
40,61,1,"100.00","100.00","Pech Empa"
84,56,2,"65.00","130.00","Corrida"
59,57,1,"260.00","260.00","Parillada 2P"
70,57,2,"25.00","50.00","Refresco"
84,58,4,"65.00","260.00","Corrida"
17,59,1,"110.00","110.00","Milanesa Res"
41,59,1,"100.00","100.00","Pech Mexicana"
80,59,1,"35.00","35.00","Agua Dia 2L"
38,62,2,"90.00","180.00","Pech Placha"
86,62,1,"10.00","10.00","Huevo"
70,62,1,"25.00","25.00","Refresco"
12,63,1,"85.00","85.00","Enchi Mole"
15,63,1,"120.00","120.00","Enchi Divor"
80,64,1,"35.00","35.00","Agua Dia 2L"
10,65,1,"80.00","80.00","Enchi Verd"
49,65,2,"160.00","320.00","Cam Empan"
45,65,1,"140.00","140.00","Pech Rell Cam"
82,65,1,"50.00","50.00","Agua Nat 2L"
84,66,1,"65.00","65.00","Corrida"
84,67,1,"65.00","65.00","Corrida"
84,68,1,"65.00","65.00","Corrida"
14,69,1,"90.00","90.00","Enchi Suiz"
65,69,1,"90.00","90.00","Chilaq c Huev"
80,69,1,"35.00","35.00","Agua Dia 2L"
84,70,2,"65.00","130.00","Corrida"
70,71,1,"25.00","25.00","Refresco"
84,72,1,"65.00","65.00","Corrida"
84,73,4,"65.00","260.00","Corrida"
84,74,2,"65.00","130.00","Corrida"
84,75,1,"65.00","65.00","Corrida"
84,76,1,"65.00","65.00","Corrida"
84,77,1,"65.00","65.00","Corrida"
1,78,1,"75.00","75.00","Sopa Azteca"
79,78,1,"20.00","20.00","Agua Dia 1L"
14,79,1,"90.00","90.00","Enchi Suiz"
83,79,1,"20.00","20.00","Agua"
84,80,5,"65.00","325.00","Corrida"
86,81,1,"10.00","10.00","Huevo"
84,82,1,"65.00","65.00","Corrida"
84,83,3,"65.00","195.00","Corrida"
84,84,1,"65.00","65.00","Corrida"
84,85,1,"65.00","65.00","Corrida"
10,86,1,"80.00","80.00","Enchi Verd"
43,86,1,"110.00","110.00","Pech Cord Blue"
84,87,1,"65.00","65.00","Corrida"
62,88,1,"25.00","25.00","Consome"
84,88,1,"65.00","65.00","Corrida"
84,89,2,"65.00","130.00","Corrida"
85,90,1,"80.00","80.00","Corrida 2"
84,91,2,"65.00","130.00","Corrida"
84,92,4,"65.00","260.00","Corrida"
84,93,4,"65.00","260.00","Corrida"
84,94,2,"65.00","130.00","Corrida"
40,95,1,"100.00","100.00","Pech Empa"
70,95,1,"25.00","25.00","Refresco"
12,96,1,"85.00","85.00","Enchi Mole"
9,96,1,"120.00","120.00","Club Sandwich"
51,97,1,"160.00","160.00","Cam Diabla"
79,97,1,"20.00","20.00","Agua Dia 1L"
14,98,1,"90.00","90.00","Enchi Suiz"
43,98,1,"110.00","110.00","Pech Cord Blue"
40,99,1,"100.00","100.00","Pech Empa"
10,99,1,"80.00","80.00","Enchi Verd"
88,99,1,"30.00","30.00","bistec extra"
79,99,1,"20.00","20.00","Agua Dia 1L"
70,99,1,"25.00","25.00","Refresco"
70,100,1,"25.00","25.00","Refresco"
40,101,1,"100.00","100.00","Pech Empa"
79,101,1,"20.00","20.00","Agua Dia 1L"
86,101,1,"10.00","10.00","Huevo"
43,102,1,"110.00","110.00","Pech Cord Blue"
75,102,1,"45.00","45.00","Sangria Prep"
49,103,1,"160.00","160.00","Cam Empan"
70,103,1,"25.00","25.00","Refresco"
1,104,1,"75.00","75.00","Sopa Azteca"
70,104,1,"25.00","25.00","Refresco"
84,105,2,"65.00","130.00","Corrida"
33,106,1,"110.00","110.00","Tacos Bist"
16,106,1,"100.00","100.00","Carne Asad"
29,106,1,"130.00","130.00","Alamb Past"
86,106,1,"10.00","10.00","Huevo"
84,107,1,"65.00","65.00","Corrida"
84,108,1,"65.00","65.00","Corrida"
84,109,4,"65.00","260.00","Corrida"
84,110,2,"65.00","130.00","Corrida"
10,111,1,"80.00","80.00","Enchi Verd"
16,111,1,"100.00","100.00","Carne Asad"
80,111,1,"35.00","35.00","Agua Dia 2L"
84,112,2,"65.00","130.00","Corrida"
86,112,2,"10.00","20.00","Huevo"
40,113,1,"100.00","100.00","Pech Empa"
14,113,1,"90.00","90.00","Enchi Suiz"
80,113,1,"35.00","35.00","Agua Dia 2L"
84,114,1,"65.00","65.00","Corrida"
49,115,2,"160.00","320.00","Cam Empan"
80,115,1,"35.00","35.00","Agua Dia 2L"
84,116,4,"65.00","260.00","Corrida"
80,117,1,"35.00","35.00","Agua Dia 2L"
84,118,1,"65.00","65.00","Corrida"
86,118,1,"10.00","10.00","Huevo"
84,119,4,"65.00","260.00","Corrida"
84,120,1,"65.00","65.00","Corrida"
84,121,1,"65.00","65.00","Corrida"
28,122,1,"130.00","130.00","Alamb Bist"
70,122,1,"25.00","25.00","Refresco"
84,123,1,"65.00","65.00","Corrida"
85,124,1,"80.00","80.00","Corrida 2"
86,124,1,"10.00","10.00","Huevo"
20,125,1,"200.00","200.00","Arrachera"
86,125,2,"10.00","20.00","Huevo"
42,126,1,"100.00","100.00","Pech Chip"
45,126,1,"140.00","140.00","Pech Rell Cam"
40,126,1,"100.00","100.00","Pech Empa"
70,126,1,"25.00","25.00","Refresco"
82,126,1,"50.00","50.00","Agua Nat 2L"
84,127,2,"65.00","130.00","Corrida"
15,128,1,"120.00","120.00","Enchi Divor"
79,129,1,"20.00","20.00","Agua Dia 1L"
86,130,3,"10.00","30.00","Huevo"
84,130,4,"65.00","260.00","Corrida"
84,131,4,"65.00","260.00","Corrida"
17,132,1,"110.00","110.00","Milanesa Res"
79,132,1,"20.00","20.00","Agua Dia 1L"
46,133,2,"120.00","240.00","Filet Pesc"
80,133,1,"35.00","35.00","Agua Dia 2L"
32,134,1,"140.00","140.00","Tacos Gober"
74,134,1,"45.00","45.00","Naranjada"
84,135,4,"65.00","260.00","Corrida"
84,136,3,"65.00","195.00","Corrida"
84,137,1,"65.00","65.00","Corrida"
84,138,2,"65.00","130.00","Corrida"
84,139,2,"65.00","130.00","Corrida"
84,140,2,"65.00","130.00","Corrida"
27,141,1,"95.00","95.00","Hambur Arrach"
43,141,1,"110.00","110.00","Pech Cord Blue"
80,141,1,"35.00","35.00","Agua Dia 2L"
41,142,1,"100.00","100.00","Pech Mexicana"
80,143,1,"35.00","35.00","Agua Dia 2L"
37,143,1,"130.00","130.00","Alitas Man Hab"
23,143,1,"90.00","90.00","Ensalad Manz"
84,144,1,"65.00","65.00","Corrida"
46,145,1,"120.00","120.00","Filet Pesc"
83,145,1,"20.00","20.00","Agua"
86,146,1,"10.00","10.00","Huevo"
80,146,1,"35.00","35.00","Agua Dia 2L"
12,146,2,"85.00","170.00","Enchi Mole"
70,147,1,"25.00","25.00","Refresco"
43,147,1,"110.00","110.00","Pech Cord Blue"
17,147,1,"110.00","110.00","Milanesa Res"
70,148,1,"25.00","25.00","Refresco"
12,149,2,"85.00","170.00","Enchi Mole"
80,149,1,"35.00","35.00","Agua Dia 2L"
29,150,1,"130.00","130.00","Alamb Past"
74,150,1,"45.00","45.00","Naranjada"
59,151,1,"260.00","260.00","Parillada 2P"
70,151,2,"25.00","50.00","Refresco"
38,152,1,"90.00","90.00","Pech Placha"
79,152,1,"20.00","20.00","Agua Dia 1L"
84,153,1,"65.00","65.00","Corrida"
16,154,2,"100.00","200.00","Carne Asad"
10,154,1,"80.00","80.00","Enchi Verd"
70,154,3,"25.00","75.00","Refresco"
86,154,1,"10.00","10.00","Huevo"
16,155,1,"100.00","100.00","Carne Asad"
79,155,1,"20.00","20.00","Agua Dia 1L"
58,156,1,"140.00","140.00","Parillada Ind"
28,156,1,"130.00","130.00","Alamb Bist"
57,156,1,"50.00","50.00","Ord Papas Fran"
70,156,2,"25.00","50.00","Refresco"
41,157,3,"100.00","300.00","Pech Mexicana"
79,157,1,"20.00","20.00","Agua Dia 1L"
70,157,2,"25.00","50.00","Refresco"
86,158,2,"10.00","20.00","Huevo"
86,159,1,"10.00","10.00","Huevo"
10,159,1,"80.00","80.00","Enchi Verd"
14,159,1,"90.00","90.00","Enchi Suiz"
79,159,1,"20.00","20.00","Agua Dia 1L"
10,160,2,"80.00","160.00","Enchi Verd"
70,160,1,"25.00","25.00","Refresco"
73,160,1,"45.00","45.00","Limonada"
40,161,1,"100.00","100.00","Pech Empa"
11,161,1,"80.00","80.00","Enchi Rojas"
79,161,1,"20.00","20.00","Agua Dia 1L"
25,162,1,"85.00","85.00","Hambur Res"
44,162,1,"110.00","110.00","Pollo c Mole"
12,162,1,"85.00","85.00","Enchi Mole"
14,162,1,"90.00","90.00","Enchi Suiz"
28,162,1,"130.00","130.00","Alamb Bist"
67,162,1,"100.00","100.00","Chilaq c Bist"
1,162,1,"75.00","75.00","Sopa Azteca"
86,162,2,"10.00","20.00","Huevo"
80,162,2,"35.00","70.00","Agua Dia 2L"
14,163,1,"90.00","90.00","Enchi Suiz"
79,163,1,"20.00","20.00","Agua Dia 1L"
70,163,1,"25.00","25.00","Refresco"
10,164,2,"80.00","160.00","Enchi Verd"
73,164,1,"45.00","45.00","Limonada"
70,164,1,"25.00","25.00","Refresco"
86,165,1,"10.00","10.00","Huevo"
40,165,1,"100.00","100.00","Pech Empa"
79,165,1,"20.00","20.00","Agua Dia 1L"
40,166,2,"100.00","200.00","Pech Empa"
86,166,2,"10.00","20.00","Huevo"
89,167,1,"100.00","100.00","Pozole"
70,167,1,"25.00","25.00","Refresco"
14,168,1,"90.00","90.00","Enchi Suiz"
75,168,1,"45.00","45.00","Sangria Prep"
84,169,1,"65.00","65.00","Corrida"
85,170,1,"80.00","80.00","Corrida 2"
1,171,1,"75.00","75.00","Sopa Azteca"
79,171,1,"20.00","20.00","Agua Dia 1L"
19,171,1,"145.00","145.00","Costi c Chilaq"
84,172,1,"65.00","65.00","Corrida"
79,173,1,"20.00","20.00","Agua Dia 1L"
16,173,2,"100.00","200.00","Carne Asad"
70,174,1,"25.00","25.00","Refresco"
51,174,1,"160.00","160.00","Cam Diabla"
84,175,1,"65.00","65.00","Corrida"
84,176,1,"65.00","65.00","Corrida"
84,177,1,"65.00","65.00","Corrida"
17,178,1,"110.00","110.00","Milanesa Res"
43,178,1,"110.00","110.00","Pech Cord Blue"
79,178,1,"20.00","20.00","Agua Dia 1L"
84,179,1,"65.00","65.00","Corrida"
10,180,1,"80.00","80.00","Enchi Verd"
80,181,1,"35.00","35.00","Agua Dia 2L"
38,181,1,"90.00","90.00","Pech Placha"
44,181,1,"110.00","110.00","Pollo c Mole"
84,182,1,"65.00","65.00","Corrida"
40,183,1,"100.00","100.00","Pech Empa"
86,183,1,"10.00","10.00","Huevo"
79,183,1,"20.00","20.00","Agua Dia 1L"
84,184,3,"65.00","195.00","Corrida"
84,186,1,"65.00","65.00","Corrida"
84,187,1,"65.00","65.00","Corrida"
58,188,1,"140.00","140.00","Parillada Ind"
44,188,1,"110.00","110.00","Pollo c Mole"
79,188,1,"20.00","20.00","Agua Dia 1L"
75,188,1,"45.00","45.00","Sangria Prep"
56,188,1,"50.00","50.00","Ord Guacam"
84,190,6,"65.00","390.00","Corrida"
33,190,1,"110.00","110.00","Tacos Bist"
84,191,1,"65.00","65.00","Corrida"
84,192,2,"65.00","130.00","Corrida"
84,193,2,"65.00","130.00","Corrida"
40,194,1,"100.00","100.00","Pech Empa"
79,194,1,"20.00","20.00","Agua Dia 1L"
43,189,1,"110.00","110.00","Pech Cord Blue"
79,189,0,"20.00","0.00","Agua Dia 1L"
41,195,1,"100.00","100.00","Pech Mexicana"
45,195,1,"140.00","140.00","Pech Rell Cam"
80,195,1,"35.00","35.00","Agua Dia 2L"
84,196,1,"65.00","65.00","Corrida"
40,197,1,"100.00","100.00","Pech Empa"
86,198,1,"10.00","10.00","Huevo"
40,198,1,"100.00","100.00","Pech Empa"
79,198,1,"20.00","20.00","Agua Dia 1L"
84,199,4,"65.00","260.00","Corrida"
40,200,1,"100.00","100.00","Pech Empa"
79,200,1,"20.00","20.00","Agua Dia 1L"
86,201,1,"10.00","10.00","Huevo"
86,203,1,"10.00","10.00","Huevo"
29,204,1,"130.00","130.00","Alamb Past"
87,204,1,"50.00","50.00","Miche"
16,206,1,"100.00","100.00","Carne Asad"
84,207,2,"65.00","130.00","Corrida"
70,207,2,"25.00","50.00","Refresco"
84,205,3,"65.00","195.00","Corrida"
85,208,1,"80.00","80.00","Corrida 2"
25,209,1,"85.00","85.00","Hambur Res"
79,209,1,"20.00","20.00","Agua Dia 1L"
84,210,1,"65.00","65.00","Corrida"
42,210,1,"100.00","100.00","Pech Chip"
91,211,2,"50.00","100.00","Corrida Cafe"
85,212,1,"80.00","80.00","Corrida 2"
86,212,1,"10.00","10.00","Huevo"
29,213,1,"130.00","130.00","Alamb Past"
87,213,1,"50.00","50.00","Miche"
29,214,1,"130.00","130.00","Alamb Past"
87,214,1,"50.00","50.00","Miche"
29,215,1,"130.00","130.00","Alamb Past"
87,215,1,"50.00","50.00","Miche"
84,216,1,"65.00","65.00","Corrida"
84,217,1,"65.00","65.00","Corrida"
29,218,1,"130.00","130.00","Alamb Past"
87,218,1,"50.00","50.00","Miche"
84,219,1,"65.00","65.00","Corrida"
85,220,1,"80.00","80.00","Corrida 2"
84,221,2,"65.00","130.00","Corrida"
70,221,2,"25.00","50.00","Refresco"
2,222,1,"100.00","100.00","Caldo de pollo"
68,222,1,"100.00","100.00","Chilaq c Pollo"
70,222,1,"25.00","25.00","Refresco"
28,269,1,"130.00","130.00","Alamb Bist"
84,224,1,"65.00","65.00","Corrida"
19,225,1,"145.00","145.00","Costi c Chilaq"
73,225,1,"45.00","45.00","Limonada"
75,226,1,"45.00","45.00","Sangria Prep"
42,227,1,"100.00","100.00","Pech Chip"
16,227,1,"100.00","100.00","Carne Asad"
75,227,1,"45.00","45.00","Sangria Prep"
58,228,1,"140.00","140.00","Parillada Ind"
70,228,1,"25.00","25.00","Refresco"
86,229,2,"10.00","20.00","Huevo"
62,230,1,"25.00","25.00","Consome"
85,231,1,"80.00","80.00","Corrida 2"
58,232,1,"140.00","140.00","Parillada Ind"
70,232,1,"25.00","25.00","Refresco"
26,233,1,"85.00","85.00","Hambur Pollo"
40,233,1,"100.00","100.00","Pech Empa"
75,233,1,"45.00","45.00","Sangria Prep"
73,233,1,"45.00","45.00","Limonada"
10,234,1,"80.00","80.00","Enchi Verd"
70,234,1,"25.00","25.00","Refresco"
85,235,1,"80.00","80.00","Corrida 2"
40,236,1,"100.00","100.00","Pech Empa"
75,236,1,"45.00","45.00","Sangria Prep"
67,237,1,"100.00","100.00","Chilaq c Bist"
74,237,1,"45.00","45.00","Naranjada"
85,238,2,"80.00","160.00","Corrida 2"
86,239,2,"10.00","20.00","Huevo"
47,240,2,"190.00","380.00","Coctel Cam Gde"
75,240,2,"45.00","90.00","Sangria Prep"
12,241,1,"85.00","85.00","Enchi Mole"
86,242,1,"10.00","10.00","Huevo"
88,243,1,"30.00","30.00","bistec extra"
2,243,1,"100.00","100.00","Caldo de pollo"
39,244,1,"95.00","95.00","Pech Chimich"
42,244,1,"100.00","100.00","Pech Chip"
88,245,1,"30.00","30.00","bistec extra"
2,245,1,"100.00","100.00","Caldo de pollo"
88,246,1,"30.00","30.00","bistec extra"
2,246,1,"100.00","100.00","Caldo de pollo"
88,247,1,"30.00","30.00","bistec extra"
2,247,1,"100.00","100.00","Caldo de pollo"
86,247,1,"10.00","10.00","Huevo"
89,247,1,"100.00","100.00","Pozole"
1,247,1,"75.00","75.00","Sopa Azteca"
88,248,1,"30.00","30.00","bistec extra"
1,248,1,"75.00","75.00","Sopa Azteca"
88,249,1,"30.00","30.00","bistec extra"
89,249,1,"100.00","100.00","Pozole"
88,250,1,"30.00","30.00","bistec extra"
1,250,1,"75.00","75.00","Sopa Azteca"
2,250,1,"100.00","100.00","Caldo de pollo"
88,251,1,"30.00","30.00","bistec extra"
88,252,1,"30.00","30.00","bistec extra"
86,252,1,"10.00","10.00","Huevo"
88,253,1,"30.00","30.00","bistec extra"
89,253,1,"100.00","100.00","Pozole"
88,254,1,"30.00","30.00","bistec extra"
89,254,1,"100.00","100.00","Pozole"
1,254,1,"75.00","75.00","Sopa Azteca"
88,255,1,"30.00","30.00","bistec extra"
86,255,1,"10.00","10.00","Huevo"
1,255,1,"75.00","75.00","Sopa Azteca"
20,256,1,"200.00","200.00","Arrachera"
75,256,1,"45.00","45.00","Sangria Prep"
56,257,1,"50.00","50.00","Ord Guacam"
7,257,1,"100.00","100.00","Gringas Past"
16,257,1,"100.00","100.00","Carne Asad"
55,258,1,"70.00","70.00","Queso c Rajas"
6,258,1,"100.00","100.00","Gringas Bist"
16,258,1,"100.00","100.00","Carne Asad"
89,259,1,"100.00","100.00","Pozole"
86,259,1,"10.00","10.00","Huevo"
17,260,1,"110.00","110.00","Milanesa Res"
20,260,1,"200.00","200.00","Arrachera"
28,261,1,"130.00","130.00","Alamb Bist"
31,261,1,"180.00","180.00","Alamb Camar"
28,262,1,"130.00","130.00","Alamb Bist"
31,262,1,"180.00","180.00","Alamb Camar"
31,263,1,"180.00","180.00","Alamb Camar"
28,263,1,"130.00","130.00","Alamb Bist"
79,263,2,"20.00","40.00","Agua Dia 1L"
86,264,1,"10.00","10.00","Huevo"
2,264,1,"100.00","100.00","Caldo de pollo"
26,264,1,"85.00","85.00","Hambur Pollo"
29,265,1,"130.00","130.00","Alamb Past"
31,265,1,"180.00","180.00","Alamb Camar"
31,266,1,"180.00","180.00","Alamb Camar"
28,266,1,"130.00","130.00","Alamb Bist"
28,267,1,"130.00","130.00","Alamb Bist"
31,267,1,"180.00","180.00","Alamb Camar"
4,268,1,"100.00","100.00","Burrito Bistec"
6,268,1,"100.00","100.00","Gringas Bist"
9,268,1,"120.00","120.00","Club Sandwich"
5,268,1,"100.00","100.00","Burrito Pollo"
91,268,1,"50.00","50.00","Corrida Cafe"
31,269,1,"180.00","180.00","Alamb Camar"
73,269,1,"45.00","45.00","Limonada"
28,270,1,"130.00","130.00","Alamb Bist"
31,270,1,"180.00","180.00","Alamb Camar"
65,270,1,"90.00","90.00","Chilaq c Huev"
85,270,1,"80.00","80.00","Corrida 2"
28,271,1,"130.00","130.00","Alamb Bist"
31,271,1,"180.00","180.00","Alamb Camar"
4,271,1,"100.00","100.00","Burrito Bistec"
31,272,1,"180.00","180.00","Alamb Camar"
60,272,1,"380.00","380.00","Parillada 3P"
79,272,1,"20.00","20.00","Agua Dia 1L"
28,273,1,"130.00","130.00","Alamb Bist"
31,273,1,"180.00","180.00","Alamb Camar"
74,274,1,"45.00","45.00","Naranjada"
80,274,1,"35.00","35.00","Agua Dia 2L"
70,275,2,"25.00","50.00","Refresco"
28,276,1,"130.00","130.00","Alamb Bist"
29,276,1,"130.00","130.00","Alamb Past"
28,277,1,"130.00","130.00","Alamb Bist"
29,277,1,"130.00","130.00","Alamb Past"
28,278,1,"130.00","130.00","Alamb Bist"
30,278,1,"130.00","130.00","Alamb Pollo"
50,279,1,"160.00","160.00","Cam Ajillo"
47,279,1,"190.00","190.00","Coctel Cam Gde"
53,279,1,"250.00","250.00","Mojarra Frita"
26,280,1,"85.00","85.00","Hambur Pollo"
68,280,1,"100.00","100.00","Chilaq c Pollo"
74,280,1,"45.00","45.00","Naranjada"
75,280,1,"45.00","45.00","Sangria Prep"
16,281,1,"100.00","100.00","Carne Asad"
70,281,1,"25.00","25.00","Refresco"
87,281,1,"50.00","50.00","Miche"
28,282,1,"130.00","130.00","Alamb Bist"
30,282,1,"130.00","130.00","Alamb Pollo"
67,283,1,"100.00","100.00","Chilaq c Bist"
27,283,1,"95.00","95.00","Hambur Arrach"
41,283,3,"100.00","300.00","Pech Mexicana"
74,283,3,"45.00","135.00","Naranjada"
75,283,1,"45.00","45.00","Sangria Prep"
73,283,1,"45.00","45.00","Limonada"
10,284,2,"80.00","160.00","Enchi Verd"
70,284,2,"25.00","50.00","Refresco"
40,285,1,"100.00","100.00","Pech Empa"
81,285,1,"45.00","45.00","Agua Nat 1L"
14,286,1,"90.00","90.00","Enchi Suiz"
26,286,1,"85.00","85.00","Hambur Pollo"
38,286,1,"90.00","90.00","Pech Placha"
70,286,1,"25.00","25.00","Refresco"
73,286,1,"45.00","45.00","Limonada"
72,286,1,"45.00","45.00","Tehuacan Prep"
41,287,1,"100.00","100.00","Pech Mexicana"
40,287,1,"100.00","100.00","Pech Empa"
74,287,1,"45.00","45.00","Naranjada"
75,287,1,"45.00","45.00","Sangria Prep"
45,288,3,"140.00","420.00","Pech Rell Cam"
82,288,1,"50.00","50.00","Agua Nat 2L"
70,289,1,"25.00","25.00","Refresco"
10,289,1,"80.00","80.00","Enchi Verd"
93,290,1,"80.00","80.00","Tacos Dorados"
92,290,1,"10.00","10.00","Contenedor"
16,291,1,"100.00","100.00","Carne Asad"
32,291,1,"140.00","140.00","Tacos Gober"
70,291,1,"25.00","25.00","Refresco"
75,292,1,"45.00","45.00","Sangria Prep"
73,292,1,"45.00","45.00","Limonada"
19,292,2,"145.00","290.00","Costi c Chilaq"
44,293,1,"110.00","110.00","Pollo c Mole"
16,293,1,"100.00","100.00","Carne Asad"
73,293,1,"45.00","45.00","Limonada"
60,294,1,"380.00","380.00","Parillada 3P"
73,294,2,"45.00","90.00","Limonada"
75,294,1,"45.00","45.00","Sangria Prep"
65,295,1,"90.00","90.00","Chilaq c Huev"
29,295,1,"130.00","130.00","Alamb Past"
15,295,1,"120.00","120.00","Enchi Divor"
70,295,2,"25.00","50.00","Refresco"
73,296,1,"45.00","45.00","Limonada"
74,296,2,"45.00","90.00","Naranjada"
68,296,1,"100.00","100.00","Chilaq c Pollo"
86,296,1,"10.00","10.00","Huevo"
15,296,1,"120.00","120.00","Enchi Divor"
67,296,1,"100.00","100.00","Chilaq c Bist"
60,297,1,"380.00","380.00","Parillada 3P"
70,297,2,"25.00","50.00","Refresco"
91,298,1,"50.00","50.00","Corrida Cafe"
1,299,2,"75.00","150.00","Sopa Azteca"
16,299,1,"100.00","100.00","Carne Asad"
41,299,1,"100.00","100.00","Pech Mexicana"
75,299,1,"45.00","45.00","Sangria Prep"
74,299,1,"45.00","45.00","Naranjada"
45,300,1,"140.00","140.00","Pech Rell Cam"
16,300,1,"100.00","100.00","Carne Asad"
44,301,1,"110.00","110.00","Pollo c Mole"
17,301,1,"110.00","110.00","Milanesa Res"
74,301,2,"45.00","90.00","Naranjada"
70,302,1,"25.00","25.00","Refresco"
40,303,1,"100.00","100.00","Pech Empa"
37,303,1,"130.00","130.00","Alitas Man Hab"
92,303,2,"10.00","20.00","Contenedor"
14,304,1,"90.00","90.00","Enchi Suiz"
16,304,1,"100.00","100.00","Carne Asad"
81,304,1,"45.00","45.00","Agua Nat 1L"
10,305,1,"80.00","80.00","Enchi Verd"
57,305,1,"50.00","50.00","Ord Papas Fran"
2,305,1,"100.00","100.00","Caldo de pollo"
87,306,1,"50.00","50.00","Miche"
74,306,1,"45.00","45.00","Naranjada"
